Key;Attribute;DefaultLanguage;de-DE
GO_BM_I00_DIMDKLI_VAL;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I00_DIMDKLI_PRZ;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I00_DIMDKLI_9X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I00_DIMDKLI_14X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I0_JAL_STP;Text;Kanal I1;Kanal I1
GO_BM_I0_JAL_STP;FunctionText;Step / Stop;Step / Stop
GO_BM_I0_JAL_AUFAB;Text;Kanal I1;Kanal I1
GO_BM_I0_JAL_AUFAB;FunctionText;AUF / AB;AUF / AB
GO_BM_I0_JAL_AUF;Text;Kanal I1;Kanal I1
GO_BM_I0_JAL_AUF;FunctionText;AUF;AUF
GO_BM_I0_JAL_AB;Text;Kanal I1;Kanal I1
GO_BM_I0_JAL_AB;FunctionText;AB;AB
GO_BM_I00_JALDKLI_SWI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I00_JALDKLI_PRI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I00_JALDKLI_VAL;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I00_JALDKLI_PRZ;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I00_JALDKLI_9X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I00_JALDKLI_14X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_JALDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I00_J_HOE;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_J_HOE;FunctionText;Höhe %;Höhe %
GO_BM_I01_J_LAM;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_J_LAM;FunctionText;Lamelle %;Lamelle %
GO_BM_I00_S_SWI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I00_S_PRI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I00_S_VAL;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I00_S_PRZ;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I00_S_9X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I00_S_14X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I00_T_SWI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I00_T_PRI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I00_T_VAL;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I00_T_PRZ;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I00_T_9X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I00_T_14X;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I01_S_SWI;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I01_S_PRI;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I01_S_VAL;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I01_S_PRZ;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I01_S_9X;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I01_S_14X;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I01_T_SWI;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I01_T_PRI;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I01_T_VAL;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I01_T_PRZ;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I01_T_9X;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I01_T_14X;Text;Kanal I1.2;Kanal I1.2
GO_BM_I01_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I02_S_SWI;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I02_S_PRI;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I02_S_VAL;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I02_S_PRZ;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I02_S_9X;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I02_S_14X;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I02_T_SWI;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I02_T_PRI;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I02_T_VAL;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I02_T_PRZ;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I02_T_9X;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I02_T_14X;Text;Kanal I1.3;Kanal I1.3
GO_BM_I02_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I0_SP_1001;Text;Kanal I1;Kanal I1
GO_BM_I0_SP_1001;FunctionText;Sperren = 1;Sperren = 1
GO_BM_I0_SP_1003;Text;Kanal I1;Kanal I1
GO_BM_I0_SP_1003;FunctionText;Sperren = 0;Sperren = 0
GO_BM_I1_DIM_SWI_SEND;Text;Kanal I2;Kanal I2
GO_BM_I1_DIM_SWI_SEND;FunctionText;Schalten;Schalten
GO_BM_I1_DIM_SWI_SENDRECEIVE;Text;Kanal I2;Kanal I2
GO_BM_I1_DIM_SWI_SENDRECEIVE;FunctionText;Schalten;Schalten
GO_BM_I1_DIM_AUFAB;Text;Kanal I2;Kanal I2
GO_BM_I1_DIM_AUFAB;FunctionText;Heller / Dunkler;Heller / Dunkler
GO_BM_I10_DIMDKLI_SWI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I10_DIMDKLI_PRI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I10_DIMDKLI_VAL;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I10_DIMDKLI_PRZ;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I10_DIMDKLI_9X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I10_DIMDKLI_14X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_DIMDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I1_JAL_STP;Text;Kanal I2;Kanal I2
GO_BM_I1_JAL_STP;FunctionText;Step / Stop;Step / Stop
GO_BM_I1_JAL_AUFAB;Text;Kanal I2;Kanal I2
GO_BM_I1_JAL_AUFAB;FunctionText;AUF / AB;AUF / AB
GO_BM_I1_JAL_AUF;Text;Kanal I2;Kanal I2
GO_BM_I1_JAL_AUF;FunctionText;AUF;AUF
GO_BM_I1_JAL_AB;Text;Kanal I2;Kanal I2
GO_BM_I1_JAL_AB;FunctionText;AB;AB
GO_BM_I10_JALDKLI_SWI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I10_JALDKLI_PRI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I10_JALDKLI_VAL;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I10_JALDKLI_PRZ;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I10_JALDKLI_9X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I10_JALDKLI_14X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_JALDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I10_J_HOE;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_J_HOE;FunctionText;Höhe %;Höhe %
GO_BM_I11_J_LAM;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_J_LAM;FunctionText;Lamelle %;Lamelle %
GO_BM_I10_S_SWI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I10_S_PRI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I10_S_VAL;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I10_S_PRZ;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I10_S_9X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I10_S_14X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I10_T_SWI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I10_T_PRI;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I10_T_VAL;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I10_T_PRZ;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I10_T_9X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I10_T_14X;Text;Kanal I2.1;Kanal I2.1
GO_BM_I10_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I11_S_SWI;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I11_S_PRI;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I11_S_VAL;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I11_S_PRZ;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I11_S_9X;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I11_S_14X;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I11_T_SWI;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I11_T_PRI;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I11_T_VAL;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I11_T_PRZ;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I11_T_9X;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I11_T_14X;Text;Kanal I2.2;Kanal I2.2
GO_BM_I11_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I12_S_SWI;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I12_S_PRI;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I12_S_VAL;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I12_S_PRZ;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I12_S_9X;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I12_S_14X;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I12_T_SWI;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I12_T_PRI;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I12_T_VAL;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I12_T_PRZ;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I12_T_9X;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I12_T_14X;Text;Kanal I2.3;Kanal I2.3
GO_BM_I12_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I1_SP_1001;Text;Kanal I2;Kanal I2
GO_BM_I1_SP_1001;FunctionText;Sperren = 1;Sperren = 1
GO_BM_I1_SP_1003;Text;Kanal I2;Kanal I2
GO_BM_I1_SP_1003;FunctionText;Sperren = 0;Sperren = 0
GO_BM_I2_DIM_SWI_SEND;Text;Kanal I3;Kanal I3
GO_BM_I2_DIM_SWI_SEND;FunctionText;Schalten;Schalten
GO_BM_I2_DIM_SWI_SENDRECEIVE;Text;Kanal I3;Kanal I3
GO_BM_I2_DIM_SWI_SENDRECEIVE;FunctionText;Schalten;Schalten
GO_BM_I2_DIM_AUFAB;Text;Kanal I3;Kanal I3
GO_BM_I2_DIM_AUFAB;FunctionText;Heller / Dunkler;Heller / Dunkler
GO_BM_I20_DIMDKLI_SWI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I20_DIMDKLI_PRI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I20_DIMDKLI_VAL;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I20_DIMDKLI_PRZ;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I20_DIMDKLI_9X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I20_DIMDKLI_14X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_DIMDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I2_JAL_STP;Text;Kanal I3;Kanal I3
GO_BM_I2_JAL_STP;FunctionText;Step / Stop;Step / Stop
GO_BM_I2_JAL_AUFAB;Text;Kanal I3;Kanal I3
GO_BM_I2_JAL_AUFAB;FunctionText;AUF / AB;AUF / AB
GO_BM_I2_JAL_AUF;Text;Kanal I3;Kanal I3
GO_BM_I2_JAL_AUF;FunctionText;AUF;AUF
GO_BM_I2_JAL_AB;Text;Kanal I3;Kanal I3
GO_BM_I2_JAL_AB;FunctionText;AB;AB
GO_BM_I20_JALDKLI_SWI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I20_JALDKLI_PRI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I20_JALDKLI_VAL;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I20_JALDKLI_PRZ;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I20_JALDKLI_9X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I20_JALDKLI_14X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_JALDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I20_J_HOE;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_J_HOE;FunctionText;Höhe %;Höhe %
GO_BM_I21_J_LAM;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_J_LAM;FunctionText;Lamelle %;Lamelle %
GO_BM_I20_S_SWI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I20_S_PRI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I20_S_VAL;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I20_S_PRZ;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I20_S_9X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I20_S_14X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I20_T_SWI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I20_T_PRI;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I20_T_VAL;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I20_T_PRZ;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I20_T_9X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I20_T_14X;Text;Kanal I3.1;Kanal I3.1
GO_BM_I20_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I21_S_SWI;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I21_S_PRI;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I21_S_VAL;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I21_S_PRZ;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I21_S_9X;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I21_S_14X;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I21_T_SWI;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I21_T_PRI;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I21_T_VAL;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I21_T_PRZ;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I21_T_9X;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I21_T_14X;Text;Kanal I3.2;Kanal I3.2
GO_BM_I21_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I22_S_SWI;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_SWI;FunctionText;Schalten;Schalten
GO_BM_I22_S_PRI;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_PRI;FunctionText;Priorität;Priorität
GO_BM_I22_S_VAL;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I22_S_PRZ;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I22_S_9X;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I22_S_14X;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_S_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I22_T_SWI;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_SWI;FunctionText;Schalten;Schalten
GO_BM_I22_T_PRI;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_PRI;FunctionText;Priorität;Priorität
GO_BM_I22_T_VAL;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I22_T_PRZ;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I22_T_9X;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I22_T_14X;Text;Kanal I3.3;Kanal I3.3
GO_BM_I22_T_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I2_SP_1001;Text;Kanal I3;Kanal I3
GO_BM_I2_SP_1001;FunctionText;Sperren = 1;Sperren = 1
GO_BM_I2_SP_1003;Text;Kanal I3;Kanal I3
GO_BM_I2_SP_1003;FunctionText;Sperren = 0;Sperren = 0
GO_BM_I2_TMP;Text;Kanal I3;Kanal I3
GO_BM_I2_TMP;FunctionText;Istwert Temperatur;Istwert Temperatur
GO_BM_I3_DIM_SWI_SEND;Text;Kanal I4;Kanal I4
GO_BM_I3_DIM_SWI_SEND;FunctionText;Schalten;Schalten
GO_BM_I3_DIM_SWI_SENDRECEIVE;Text;Kanal I4;Kanal I4
GO_BM_I3_DIM_SWI_SENDRECEIVE;FunctionText;Schalten;Schalten
GO_BM_I3_DIM_AUFAB;Text;Kanal I4;Kanal I4
GO_BM_I3_DIM_AUFAB;FunctionText;Heller / Dunkler;Heller / Dunkler
GO_BM_I30_DIMDKLI_SWI;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I30_DIMDKLI_PRI;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_PRI;FunctionText;Priorität;Priorität
GO_BM_I30_DIMDKLI_VAL;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_VAL;FunctionText;Wert senden;Wert senden
GO_BM_I30_DIMDKLI_PRZ;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_PRZ;FunctionText;Prozentwert senden;Prozentwert senden
GO_BM_I30_DIMDKLI_9X;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_9X;FunctionText;2 Byte DPT 9.x;2 Byte DPT 9.x
GO_BM_I30_DIMDKLI_14X;Text;Kanal I4.1;Kanal I4.1
GO_BM_I30_DIMDKLI_14X;FunctionText;4 Byte DPT 14.x;4 Byte DPT 14.x
GO_BM_I3_JAL_STP;Text;Kanal I4;Kanal I4
GO_BM_I3_JAL_STP;FunctionText;Step / Stop;Step / Stop
GO_BM_I3_JAL_AUFAB;Text;Kanal I4;Kanal I4
GO_BM_I3_JAL_AUFAB;FunctionText;AUF / AB;AUF / AB
